	moduleColor	GS.Subtypes_num	p.GS.Subtypes_num	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.grey	p.MM.grey	MM.turquoise	p.MM.turquoise
TRPA1|8989	blue	-0.0282852411269736	0.687251908470765	0.542151074016344	4.64272710735839e-17	-0.540474549880552	6.04290770029241e-17	0.146700544615128	0.0358206156053241	-0.451670384377785	1.0647881434384e-11
MYH7B|57644	blue	0.0240611711132987	0.732014837680619	-0.759025639047039	1.07404096984276e-39	0.549877673576077	1.35167384352852e-17	-0.187552986289156	0.00708402030915862	0.689344458694364	3.06647344833647e-30
TRPM3|80036	blue	0.0235472764817278	0.73752656218778	-0.779617550591592	3.93589191965434e-43	0.788554279647221	9.68724829852034e-45	-0.186997259374778	0.0072585066932792	0.739024660401971	1.13014497100504e-36
HTR1D|3352	blue	-0.0212972284564732	0.761813864511894	0.737006721645898	2.20118109999241e-36	-0.566009244722965	9.25424871382568e-19	0.177203622479478	0.0110282110862605	-0.635927250548374	1.25553116945369e-24
TNNT1|7138	blue	0.0199095227274778	0.776911617993416	0.6855898799647	8.32629127882321e-30	-0.492900264322546	6.02049729716835e-14	0.171202371678404	0.0141118086187633	-0.676260728034091	9.34469677849028e-29
psiTPTE22|387590	blue	-0.019454949494325	0.781875767512903	-0.618808120687902	4.70068484464377e-23	0.546410683169404	2.36070615705968e-17	-0.220038628963729	0.00152358125320318	0.600954485185322	1.63451476370492e-21
WIT1|51352	blue	0.0166612492538489	0.81257102168127	0.546718072603756	2.24741686077324e-17	-0.414896543265345	6.20486984318135e-10	0.27824885450952	5.35375042009959e-05	-0.503442595426812	1.42853374314877e-14
ZNF204P|7754	blue	-0.0165816932705934	0.813449570719873	-0.731159392758637	1.46811499639466e-35	0.744148740127388	2.02195273379936e-37	-0.184158192640224	0.00821102036362214	0.646721808642994	1.1346267559975e-25
DQX1|165545	blue	0.0154341495890211	0.826147470308372	0.598344678286822	2.69567912416999e-21	-0.51147078517386	4.61862760656044e-15	0.0801730361561126	0.253152980720547	-0.582397560207631	5.20456222395727e-20
FNDC1|84624	blue	-0.0128910692786556	0.854444134060841	0.484232506534594	1.89436916118854e-13	-0.607723187942456	4.37021246425183e-22	0.103282594802995	0.140566880496081	-0.256310522701395	0.000207645580493205
WT1|7490	blue	0.00976110921447422	0.889524002014337	0.622735863403233	2.08807475387835e-23	-0.478698435967851	3.87305945259612e-13	0.342387887883431	5.03479212733836e-07	-0.56758588371829	7.06469442326901e-19
NKX3-2|579	blue	0.00901961644037299	0.897868674891455	0.618230743972475	5.29113282634599e-23	-0.506363747746304	9.50490185789667e-15	0.176205412997012	0.0114957546370863	-0.523641860504403	7.87149540680541e-16
SULT1C4|27233	blue	-0.00801629721298465	0.909177613439288	-0.651018478573635	4.24128748605572e-26	0.560030810181938	2.54274435825762e-18	-0.0802344930599953	0.252788181418345	0.602663193259438	1.17503616512704e-21
ZNF727|442319	blue	0.00741524281679626	0.915961322628424	-0.650303506954104	5.00136746739173e-26	0.633779937056534	2.00258295253854e-24	-0.269414747937589	9.37120146821905e-05	0.58694860582315	2.27332066121054e-20
ATP1A3|478	blue	0.00736871463623071	0.916486715680903	0.629891754343741	4.6207339559718e-24	-0.515812679131262	2.47677880275568e-15	0.142682996958428	0.0412635881352437	-0.525718830173191	5.77865197400252e-16
OXGR1|27199	brown	0.667123555408954	9.16873410000971e-28	-0.421218232722146	3.1926377548536e-10	0.751458737129558	1.61500008605803e-38	-0.0874559299730002	0.212429697932456	0.460051765703598	3.93010794838268e-12
DNER|92737	brown	0.60424572847791	8.64030397764512e-22	-0.475274151866462	5.9904287267355e-13	0.604844220942232	7.68845285601569e-22	-0.280939301437095	4.49729400305312e-05	0.524577106666984	6.85058300297567e-16
VGLL1|51442	brown	0.581593269553791	6.0169157039071e-20	-0.307878460367625	7.09697543668394e-06	0.75251234294533	1.11383426258249e-38	-0.159959382834116	0.0219612417726097	0.336472305175694	8.11110098219852e-07
SCRG1|11341	brown	0.564184571860482	1.26257225261495e-18	-0.370863979257757	4.4008741037196e-08	0.626682531574027	9.13221093112601e-24	-0.177996866194672	0.010668710806533	0.4069370615413	1.40490274122733e-09
UGT8|7368	brown	0.563387133924277	1.44529904363869e-18	-0.266904240358512	0.000109491689456509	0.73048993282919	1.81858468775393e-35	-0.185546297157731	0.00773225496235549	0.288744212669594	2.68465351374747e-05
C8orf47|203111	brown	0.562050267335261	1.81140000610811e-18	-0.314925488514828	4.24441600560276e-06	0.685067272852579	9.55689058620778e-30	-0.180642128211283	0.00954350563493239	0.329212144297334	1.43692586968404e-06
RYR3|6263	brown	0.557467844551865	3.89759316752159e-18	-0.751120417358482	1.81891404560495e-38	0.848142464130778	6.42395986970588e-58	-0.215173640196158	0.00194598774015974	0.75808627327742	1.51183725064124e-39
SLC6A15|55117	brown	0.547236898788637	2.068161472489e-17	-0.382460791831924	1.5212027988912e-08	0.559761122702382	2.6600915066423e-18	-0.279572014952734	4.91499388496881e-05	0.455247844265286	6.98145027801458e-12
CYP39A1|51302	brown	0.52619872259131	5.37874891421572e-16	-0.603119031732011	1.0756404788056e-21	0.803341657216451	1.39741351823455e-47	-0.175692720289545	0.011742610634538	0.637018572044555	9.88926578096854e-25
CA6|765	brown	0.522257084676694	9.66150113236514e-16	-0.380728412180614	1.78754111982477e-08	0.715038862593851	2.14227324934759e-33	-0.203322418689451	0.00345634389422817	0.339462799640071	6.38148579312798e-07
MYO1H|283446	brown	0.518026940565433	1.79632575055345e-15	-0.529043538727942	3.50781594088531e-16	0.705041699036784	3.97311167503326e-32	-0.219959230500165	0.00152974234540287	0.534727114611636	1.47531366043583e-16
ROPN1|54763	brown	0.516241895856883	2.32768888230403e-15	-0.470477161266465	1.09463981953643e-12	0.875001745319271	7.08635857652285e-66	-0.21723931793382	0.00175506350365312	0.440422334386925	3.8898673725445e-11
OCA2|4948	brown	0.513316360260389	3.54772684779904e-15	-0.465445098759697	2.03970048714892e-12	0.732179377156789	1.0582016055886e-35	-0.239258375971861	0.000550232614240787	0.444565919354806	2.42688658318872e-11
CCDC129|223075	brown	0.503747889156509	1.36923129429256e-14	-0.397439226115991	3.62343416584797e-09	0.767912276765747	3.90697810513416e-41	-0.125512630511647	0.0729446943702017	0.36670265288092	6.37860236271914e-08
SH3TC2|79628	brown	0.496545659321388	3.68152918601774e-14	-0.659727664427583	5.49196812678962e-27	0.787325571287223	1.62924352579149e-44	-0.221199044719977	0.00143608763019075	0.656108741768994	1.2947487784176e-26
BCL11A|53335	brown	0.495075207167971	4.49257681216674e-14	-0.280035577271729	4.76944993640457e-05	0.79416391322018	8.62887247885827e-46	-0.116459758686116	0.0963290055584548	0.297278894388664	1.50043966077004e-05
TMEM213|155006	brown	0.479728659087878	3.39357181862155e-13	-0.418684909426454	4.17363996544678e-10	0.738265354104614	1.45341126305376e-36	-0.159775452915989	0.0221160528020568	0.325202745523764	1.95828459126793e-06
C1QL2|165257	brown	0.472317722746362	8.69556484726338e-13	-0.415777322703972	5.66087948299563e-10	0.795567444716853	4.65656492897267e-46	-0.112216275746699	0.10917068243299	0.409420582124045	1.09119904721898e-09
ROPN1B|152015	brown	0.46965796476666	1.21220365838778e-12	-0.46979255278369	1.19207834120013e-12	0.857218562075641	2.00716588226913e-60	-0.198128759390685	0.00440348655539048	0.420289658970196	3.52301902641223e-10
PI3|5266	brown	0.468985621488088	1.31780079139602e-12	-0.39730310775919	3.67217827711419e-09	0.702664613319583	7.81443433306494e-32	-0.227313455556908	0.00104638903403959	0.448076703045656	1.61911379348401e-11
TDRD6|221400	brown	0.466709447224752	1.74609292655953e-12	-0.646003402611838	1.33548499562654e-25	0.75973020748891	8.30239797861194e-40	-0.172469779435313	0.0134040114325597	0.685850901343515	7.77149082227167e-30
C5orf27|202299	brown	0.465800166622856	1.95271370348615e-12	-0.503989280960534	1.32404991583034e-14	0.66079278402247	4.25719832561445e-27	-0.269684572035322	9.21492368601056e-05	0.508428887924479	7.10940780212669e-15
ELF5|2001	brown	0.464034661430965	2.42403167103251e-12	-0.31680005575538	3.69371937865085e-06	0.798548793237352	1.23597045487621e-46	-0.165862902337905	0.0174654265382752	0.315239544991699	4.14700891165303e-06
CXCL5|6374	brown	0.462850478192387	2.80039285766904e-12	-0.303606814873416	9.63019770961052e-06	0.686366955584869	6.77960423427741e-30	-0.217686806792581	0.00171602559148173	0.314116107206846	4.50558212406099e-06
KLK6|5653	brown	0.458184250260742	4.91899284390735e-12	-0.276911772900067	5.83435551465385e-05	0.765621737505944	9.30855129990051e-41	-0.139771338852306	0.0456292954855658	0.294091964477182	1.86858103190618e-05
PROM1|8842	brown	0.45373879102312	8.34705331295739e-12	-0.21447324548354	0.00201490076817122	0.739441787421833	9.83904423158253e-37	-0.00702706860257707	0.920345653911915	0.228045312507081	0.00100691603593854
LOC284578|284578	brown	0.453714459562942	8.37107180643929e-12	-0.706753814873503	2.43064512155033e-32	0.814705463517812	6.20110420613416e-50	-0.26029968865878	0.000163692873866797	0.735381395060977	3.74902115185841e-36
CXCL1|2919	brown	0.452598763365205	9.54762869035144e-12	-0.381509051013928	1.66238761230858e-08	0.629754562100724	4.75805763145576e-24	-0.225236346277424	0.00116628742525252	0.509707470518729	5.93369302973846e-15
KLK8|11202	brown	0.448985703826166	1.45693033107988e-11	-0.364717900802659	7.5998377151894e-08	0.813996094651227	8.79106075156307e-50	-0.145704898595947	0.0371094549105123	0.35895706329931	1.25525189786118e-07
SLC25A27|9481	brown	0.448084419499462	1.61766586665106e-11	-0.755462817927331	3.89604084864727e-39	0.808420585089145	1.29779094071397e-48	-0.266185016994293	0.00011445146476771	0.755777373024308	3.48020428902808e-39
PM20D2|135293	brown	0.445474140847848	2.18660620657123e-11	-0.567929416849805	6.65983082991662e-19	0.780574933973482	2.66878459118026e-43	-0.313182771997409	4.82571049198828e-06	0.52303311854014	8.61441211981042e-16
PPP1R14C|81706	brown	0.443561244369894	2.72258397779403e-11	-0.250982162809904	0.000283621398763383	0.718044821723307	8.6859162306866e-34	-0.142802374603977	0.0410923615538821	0.30818055679342	6.94415892099121e-06
AQP5|362	brown	0.44297569036085	2.91076895770996e-11	-0.327099857013835	1.69239392277713e-06	0.645383686720729	1.5365568959227e-25	-0.12184068657851	0.0818036023569842	0.261204002949567	0.000155019025032176
TRIM2|23321	brown	0.442723357223336	2.9957051224853e-11	-0.601620408198786	1.43756981870607e-21	0.8057505151471	4.56675945846022e-48	-0.239122431357974	0.000554373806440401	0.574564219049577	2.10160439323025e-19
PKP1|5317	brown	0.435862048588289	6.49006350334352e-11	-0.523326870781675	8.24773079989011e-16	0.753346174964082	8.28988722264056e-39	-0.237983840631206	0.000590206347238395	0.593899244474754	6.25528897208939e-21
AK5|26289	brown	-0.432491186843044	9.42899360725887e-11	-0.546905206191061	2.18107369857694e-17	0.804081003762707	9.93033098201681e-48	0.0489310195043804	0.485978560691737	0.465503387197099	2.02516623753174e-12
LOC121838|121838	brown	0.430878971997411	1.12569589226888e-10	-0.354204663454715	1.8849496065756e-07	0.710151031037224	9.07152525872795e-33	-0.138331839273072	0.0479265008102893	0.370770289262275	4.4380590305685e-08
LOXL4|84171	brown	0.428709787626613	1.42667421214544e-10	-0.661890646900787	3.27074627742692e-27	0.793435532157619	1.18620168830872e-45	-0.229018525404235	0.000956543920941908	0.720928975161427	3.6125545642873e-34
SLPI|6590	brown	0.426552776486899	1.80272570239755e-10	-0.328742595560796	1.49031555639721e-06	0.669158557383339	5.55238260035616e-28	-0.165746372835321	0.017545759006927	0.364145165701051	7.99213346557053e-08
PIP|5304	brown	-0.426147337272817	1.88342225168757e-10	-0.262200130625968	0.000145962491433417	0.449291112762983	1.40607129842328e-11	0.236393064277763	0.000643860892504213	0.115117660650058	0.100253824866321
NCRNA00092|100188953	brown	0.42429303034779	2.29936063088865e-10	-0.648340996139689	7.8453573915507e-26	0.855962646139374	4.5649484258691e-60	-0.270011475327941	9.02885965894263e-05	0.674590058338443	1.42743917520124e-28
FABP7|2173	brown	0.419802089147097	3.70952100908547e-10	-0.392363904940477	5.93934579854900e-09	0.792465217924052	1.80886605549396e-45	-0.147508119885517	0.0348032507068728	0.379969693681917	1.91785353994143e-08
KCNQ4|9132	brown	0.417180661244469	4.88826012876489e-10	-0.458577202548422	4.69262478242205e-12	0.613251977710722	1.45310668293761e-22	-0.277206680210047	5.72499089830922e-05	0.493989077394893	5.20113402968853e-14
HEPACAM2|253012	brown	-0.414649480445776	6.36633850293668e-10	-0.400455855416148	2.69049126250771e-09	0.58324549390093	4.4646550148018e-20	-0.0192437749208678	0.784184908567581	0.236760078487347	0.000631096952719002
CNNM1|26507	brown	0.414636171825285	6.37515091630199e-10	-0.45409331873727	8.00459632656682e-12	0.767095958610448	5.32978419392713e-41	-0.25632447081082	0.000207474338887608	0.496282210121094	3.81549041029152e-14
CNTNAP3|79937	brown	0.410148646112975	1.01288773840198e-09	-0.721320008586973	3.20471156587575e-34	0.833697711970751	2.9830441178355e-54	-0.261211495182549	0.000154948990021975	0.762061772757987	3.51895559480332e-40
RIMS3|9783	brown	0.408208135472145	1.23478741813143e-09	-0.584055215467034	3.85488509680536e-20	0.830197872993977	2.04316991364041e-53	-0.137533537844464	0.0492415162430867	0.57365810490228	2.46392989309201e-19
ABCB1|5243	brown	-0.406633410149865	1.44877996680295e-09	-0.70470011038799	4.38051623579155e-32	0.809643172219343	7.24669660375537e-49	-0.168378505636141	0.0158075966413045	0.702656130964303	7.8332250086625e-32
ANXA8L2|244	brown	0.404654131796195	1.76902428462202e-09	-0.339434791333441	6.39591083088897e-07	0.767376129435518	4.79162932723891e-41	-0.197200750999291	0.00459543640764434	0.326703548942819	1.74492105489981e-06
C8orf79|57604	brown	-0.401384440735773	2.45342361543493e-09	-0.681515312474192	2.42044011925811e-29	0.773448032847152	4.59647036940146e-42	-0.126105520171277	0.0715902244156389	0.618189262496572	5.3362540708236e-23
SERPINB5|5268	brown	0.401215796871301	2.49492204043219e-09	-0.292157779384057	2.13204605799039e-05	0.774088356731083	3.57452015554448e-42	-0.125126032435486	0.0738390444601597	0.255238187365133	0.000221212271384403
FAM150B|285016	brown	0.400153669240823	2.77230676807828e-09	-0.624664850338872	1.3958422933308e-23	0.821120147496277	2.46368726225511e-51	-0.237592488454774	0.000603008701351757	0.620710239313045	3.17771596273424e-23
CYP4F22|126410	brown	-0.399165432521435	3.05700297658295e-09	-0.314989882556049	4.22426802787784e-06	0.508183761559625	7.35948430855652e-15	0.0138574242300703	0.843667606311401	0.185816966833612	0.0076418467278464
SLC6A14|11254	brown	0.39860938623829	3.22940449437451e-09	-0.380466154746442	1.83158876520194e-08	0.826181311518758	1.76237744177051e-52	-0.144480506235871	0.0387479270958193	0.385209284189245	1.17538633729779e-08
SLC7A3|84889	brown	-0.398474311140014	3.27268177825957e-09	-0.607211972534179	4.83335564696668e-22	0.857407059746911	1.77308467892182e-60	-0.0365330168391867	0.603029843501407	0.519551626450459	1.43792628255515e-15
CITED1|4435	brown	-0.397336976088863	3.65999112374152e-09	-0.501664654401135	1.82710157308447e-14	0.63875962740278	6.74402352346689e-25	0.0258244897667728	0.713208199371848	0.368004954992821	5.6823278018849e-08
PTX3|5806	brown	0.393681825132944	5.22824791085874e-09	-0.599009537957573	2.37412392184765e-21	0.778282430844217	6.74431031395596e-43	-0.183285128000542	0.0085254672893734	0.684486982184965	1.11337746414933e-29
SOX8|30812	brown	0.393042818150016	5.56210618829466e-09	-0.454216094438575	7.88921711236413e-12	0.771040789696843	1.17434257438136e-41	-0.22852923983109	0.000981571665412951	0.428590095604831	1.4453786937015e-10
WNT6|7475	brown	0.389005886232851	8.19891090439986e-09	-0.377304601960942	2.45212617876534e-08	0.768705248664558	2.88601653810289e-41	-0.174457196104222	0.012356769457853	0.419033765636702	4.0229817327841e-10
CXCL3|2921	brown	0.388610817322873	8.5138539706602e-09	-0.626258240671798	9.98700192861114e-24	0.765931292716231	8.28283130558291e-41	-0.177172549829783	0.011042508178335	0.675460833207978	1.14500995466101e-28
DCDC2|51473	brown	-0.388566314168753	8.55005425705727e-09	-0.363338972778166	8.57746181235407e-08	0.59707433819444	3.43333070302167e-21	0.102335477238097	0.144263239369999	0.252912259665242	0.000253526113007879
RGMA|56963	brown	0.385235662348746	1.17246711074356e-08	-0.611130096031893	2.22298019894017e-22	0.769518833281025	2.11246743869482e-41	-0.304395627848352	9.10567279489554e-06	0.727780361573934	4.29740197870262e-35
TAT|6898	brown	-0.384247284971029	1.28677159904186e-08	-0.52405309979797	7.40546590251064e-16	0.699527145628204	1.8888775643345e-31	-0.0225564995906102	0.748190716050852	0.348856123169147	2.95522803715416e-07
NFIB|4781	brown	0.383769611341874	1.34579489993604e-08	-0.676539136613145	8.70534554488114e-29	0.787415280922578	1.5687428759112e-44	-0.198038490498166	0.00442183592294284	0.730720278607823	1.6895652412832e-35
RCAN1|1827	brown	0.381559596657828	1.65458205170209e-08	-0.557176986923724	4.0902182807137e-18	0.810802148138851	4.15476182546771e-49	-0.20396296260895	0.00335328817076407	0.557943086895603	3.60181618307734e-18
L3MBTL4|91133	brown	0.380418577275098	1.83969098651785e-08	-0.620472866505233	3.33733046961844e-23	0.798684295868018	1.16304421717306e-46	-0.273120190321632	7.42717270169794e-05	0.635731692078061	1.31026616241726e-24
LALBA|3906	brown	0.380188756436846	1.87931729036137e-08	-0.290088417102568	2.45260149024666e-05	0.503340772427238	1.44886474110137e-14	-0.158950286458489	0.0228222321390479	0.229936228119148	0.000911177513363606
ANXA8|653145	brown	0.379701988824773	1.9659812213192e-08	-0.311993868043705	5.26488190397139e-06	0.756462340949507	2.72022426480216e-39	-0.17378137776007	0.0127045149864378	0.305823281877461	8.22452142807192e-06
KCNS1|3787	brown	0.37353722276407	3.45769110131837e-08	-0.404624859969518	1.77423941625306e-09	0.822229366671293	1.39205247837178e-51	-0.146232966883243	0.0364210857917196	0.398641816903684	3.21909651881037e-09
PTCHD1|139411	brown	0.372520874788468	3.79074135495649e-08	-0.573499989171354	2.53314724873453e-19	0.882346944171485	2.23696947675506e-68	-0.175486221831679	0.0118433483872958	0.589483560129786	1.42505962453037e-20
SYNM|23336	brown	0.371934369690085	3.99676649934912e-08	-0.770071686877696	1.70761412219069e-41	0.893432577752917	1.74101921435935e-72	-0.215718312298104	0.00189388879989016	0.761020390773321	5.16946622464729e-40
KCTD4|386618	brown	0.371650928356729	4.10015474713392e-08	-0.653811470105341	2.21807943141559e-26	0.826754525831553	1.30025125295045e-52	-0.114794026952724	0.101218941089307	0.564919874931177	1.11426491468541e-18
DSC3|1825	brown	0.36970566724126	4.88241176634917e-08	-0.361492043233942	1.00777509943457e-07	0.795410932949074	4.98933120623447e-46	-0.115514927188569	0.099079098286187	0.356448132891046	1.55706195521612e-07
GABRP|2568	brown	0.367976997103888	5.69647635897769e-08	-0.408316275914703	1.22127188949637e-09	0.853301031525074	2.53880714970255e-59	-0.178406058581813	0.0104873393777395	0.401657065187028	2.38774602836678e-09
LOC93432|93432	brown	0.367070777501447	6.17387916694455e-08	-0.499839119519966	2.34883628297945e-14	0.794358017249485	7.9255645608002e-46	-0.202190085095061	0.00364554477697852	0.473437261454443	7.55431511610116e-13
KCNC2|3747	brown	-0.366981669243671	6.2228468822945e-08	-0.305286596061817	8.54582603885021e-06	0.467106389637081	1.66271872939499e-12	0.0657084259727595	0.34924188754863	0.192779090280895	0.00561728068606488
KLK10|5655	brown	0.364944059975826	7.45008462287683e-08	-0.330794985174378	1.27007776097464e-06	0.746111096383796	1.03470163529667e-37	-0.152709663252806	0.0288202060649042	0.338051196378834	7.14864339145213e-07
KLK7|5650	brown	0.363629351831595	8.36203997815799e-08	-0.399545997756699	2.94417270813728e-09	0.817084607708838	1.90247991980835e-50	-0.152864323375541	0.0286566860198361	0.375014742578984	3.02329776212218e-08
MIA|8190	brown	0.362640593590164	9.11762317679869e-08	-0.459523355862187	4.18835926947399e-12	0.875023765517577	6.96889415402069e-66	-0.130430502414533	0.0623171860699288	0.426949420118378	1.72702944028575e-10
ARHGAP36|158763	brown	-0.361687991972506	9.90734841507206e-08	-0.371511088879687	4.15210616456199e-08	0.535474009648416	1.31500018005649e-16	0.115056803718758	0.100434749793059	0.315573718339693	4.04569890279054e-06
KRT6B|3854	brown	0.36165661434503	9.93444788937796e-08	-0.219157273076948	0.00159326119124188	0.677606726051162	6.62896671859869e-29	-0.0878398909499429	0.21042131692527	0.232179763824751	0.000808475296560699
PTN|5764	brown	-0.361652960178111	9.93760845807156e-08	-0.584190227567452	3.76149198207842e-20	0.852059847892017	5.58612349516268e-59	0.0296947347372058	0.672545268557754	0.520243670107623	1.29929794538085e-15
DIRAS3|9077	brown	-0.358911091687614	1.26023846702488e-07	-0.534238609600685	1.59035084442797e-16	0.724460194599436	1.21549628491581e-34	0.0628142845552683	0.370921668554822	0.451894719082413	1.03712311903248e-11
RSPO1|284654	brown	-0.353249745299446	2.04376776445475e-07	-0.380017702096739	1.90934356601745e-08	0.674727752252783	1.37860203439989e-28	-0.0622917711243347	0.37492232748866	0.299063143922852	1.325477066058e-05
MAML2|84441	brown	0.351441210026136	2.38041167597302e-07	-0.706000751624547	3.01840485579917e-32	0.838984936973944	1.49503437410762e-55	-0.213751747209285	0.00208820793020091	0.756806777985071	2.40251197170968e-39
HMGCS2|3158	brown	-0.348601891855506	3.01845115818923e-07	-0.408071003564423	1.25213457346407e-09	0.550770814544183	1.16958177733944e-17	0.160472432941856	0.0215343513956409	0.272987111006268	7.48988403412612e-05
C2orf88|84281	brown	0.347400244603658	3.33523915338939e-07	-0.721618681269606	2.92409727588582e-34	0.819201732132529	6.55178164850946e-51	-0.291154287277222	2.28220126497497e-05	0.755360896812531	4.04101496449589e-39
IL22RA2|116379	brown	0.344718148258106	4.16120712027603e-07	-0.31382614258822	4.60281007058712e-06	0.734571116680564	4.8817265718356e-36	-0.176710754372933	0.0112569234518804	0.285030726748213	3.43812804533613e-05
C1orf130|400746	brown	0.344599822791296	4.20182558018139e-07	-0.410204683527193	1.0070910889463e-09	0.829872556588106	2.43785631994589e-53	-0.118002844557588	0.0919683083249516	0.354569683698112	1.827426652186e-07
MUC15|143662	brown	0.344575974868179	4.21005787830997e-07	-0.356337884425469	1.57180746945738e-07	0.773917759654243	3.82250445149942e-42	-0.100741400722677	0.150650840883169	0.334399325572884	9.56404880782606e-07
SLC26A3|1811	brown	-0.340986556128384	5.64194414693782e-07	-0.430812604506685	1.13391451880258e-10	0.560248834668015	2.45159848360067e-18	-0.0228490123746428	0.745037193840814	0.220441560084229	0.00149266321352246
TMEM71|137835	brown	0.339782672731288	6.21893429380997e-07	-0.535203964008898	1.37089110873904e-16	0.825913914509395	2.0302197174981e-52	-0.195156896089462	0.00504495373189263	0.572824447684673	2.85097936599622e-19
NPM2|10361	brown	0.339570522770106	6.32629494935066e-07	-0.438430286566403	4.86915963791212e-11	0.83371620430673	2.95251952239895e-54	-0.216662251338238	0.00180660165166486	0.417797411007866	4.58197629035764e-10
RASGEF1C|255426	brown	0.337741177822019	7.32856171649568e-07	-0.441901956556802	3.28919847987074e-11	0.797492891924053	1.98213232556083e-46	-0.230534340232632	0.0008826843443155	0.468772410665445	1.35312013200314e-12
MAPK4|5596	brown	0.334871405803135	9.21278255347203e-07	-0.53796570977442	8.9405458512223e-17	0.757936388822649	1.59637285832374e-39	-0.248566476359804	0.000325969590830985	0.534095811047125	1.62560511208687e-16
KLK5|25818	brown	0.33430863020397	9.63298319574276e-07	-0.383561831281761	1.37227608698793e-08	0.826456912591928	1.52285835921156e-52	-0.118979843348905	0.0892897309746013	0.353435255021477	2.01194273705565e-07
APCDD1L|164284	brown	0.327434980856372	1.64915658042839e-06	-0.443817092985094	2.64412051590093e-11	0.785214412328499	3.94872171791874e-44	-0.135976722501216	0.0518925104734114	0.425163630251249	2.09404451618757e-10
CX3CL1|6376	brown	0.326288275154754	1.80162875097478e-06	-0.663814653603248	2.05522407483229e-27	0.924802249730682	3.81270766157134e-87	-0.17828428026201	0.0105410299898706	0.674490679868468	1.46374093997911e-28
COL4A3|1285	brown	0.324762353451844	2.02547216158418e-06	-0.419968288923694	3.64489749000878e-10	0.783888026357386	6.85165636290899e-44	-0.202458643275558	0.00359984488621363	0.426881854044986	1.73970236358125e-10
IL34|146433	brown	0.324585911317684	2.05300263579668e-06	-0.499667829635246	2.40466941275959e-14	0.84116067129454	4.22624593015026e-56	-0.17040861672166	0.0145715766656818	0.536907766627848	1.05360419133862e-16
VWDE|221806	brown	0.320899850348098	2.71667203742764e-06	-0.284014345921981	3.67675242265765e-05	0.710372610142994	8.50251300837187e-33	-0.0778109042564585	0.267450682072358	0.222662402500966	0.00133231147594864
NCRNA00110|642976	brown	-0.320642232039385	2.76999704009019e-06	-0.5363297729404	1.15221430082421e-16	0.694097559176946	8.4704136920812e-31	-0.0246688790359151	0.725514614611685	0.327510964087996	1.63950091403549e-06
KRT17|3872	brown	0.319921518544548	2.92452626289315e-06	-0.325596232640364	1.90005534591978e-06	0.77716618564708	1.05497544669115e-42	-0.0784247563626076	0.263683188626977	0.315792668292527	3.98060208436545e-06
EDN3|1908	brown	-0.318656484145007	3.21581105726999e-06	-0.6274738178254	7.72583243128677e-24	0.923584836466337	1.82743362251129e-86	-0.106260867271786	0.129413813403728	0.541628869192661	5.04077812403391e-17
DSC1|1823	brown	0.316459884045492	3.78831862255786e-06	-0.479423438663942	3.5292458186205e-13	0.823463220819663	7.34229737083814e-52	-0.0656343383302405	0.349786711175869	0.395409007250244	4.41984028537675e-09
GABRA4|2557	brown	-0.314756086648759	4.29785682573702e-06	-0.557938921302689	3.60431060413851e-18	0.722055718363742	2.55660922283596e-34	-0.123752592256916	0.077088543569517	0.461128607545559	3.45089075736887e-12
DSG1|1828	brown	0.312940193307372	4.91238777198795e-06	-0.597657242926221	3.07306439952285e-21	0.847776626991524	8.04132825633913e-58	-0.163683629429458	0.0190219178088019	0.537606520819271	9.45375068361154e-17
FERMT1|55612	brown	0.312056839540722	5.24069830019973e-06	-0.350456817575359	2.58537021037167e-07	0.760040241408522	7.41102138319016e-40	-0.218047157514358	0.00168516736669588	0.375282655255464	2.95037664025723e-08
LY6D|8581	brown	0.31138243556139	5.50527639220274e-06	-0.227732476545281	0.00102361848340683	0.570392827258595	4.35308684234641e-19	-0.123417346864018	0.0778990353012603	0.301722997638175	1.10011537942104e-05
MYH3|4621	brown	0.311341890266361	5.52158074624774e-06	-0.685654363544147	8.18570803459679e-30	0.795502137643884	4.79266521470489e-46	-0.174928613221736	0.0121191809795067	0.620492197700114	3.32404237707053e-23
KCNH8|131096	brown	0.310970157418075	5.67321840133279e-06	-0.551247932905612	1.08238973535338e-17	0.908875766749714	4.90320660681587e-79	-0.192092438178472	0.00579303861258535	0.50838929457651	7.14923097619848e-15
LGALS7B|653499	brown	0.310349112540733	5.9354185390384e-06	-0.347293327996767	3.36491941675714e-07	0.604347997773345	8.46983115371357e-22	-0.10327001595817	0.140615494246613	0.296775530465671	1.55362081130414e-05
TRIM29|23650	brown	0.308254280778255	6.90734244325216e-06	-0.375554722047306	2.8780594957976e-08	0.832544028506844	5.65269150844819e-54	-0.102222410469536	0.14470940596117	0.341856504646612	5.25727087495565e-07
CHRM1|1128	brown	0.307255441516916	7.4222712479856e-06	-0.278901295556857	5.13299198258189e-05	0.725808180855997	7.98407660493535e-35	-0.118834663613081	0.089683769570423	0.228649500571961	0.000975364960470269
FAM126A|84668	brown	0.306293222269586	7.95261939429503e-06	-0.705168695618515	3.8313669457626e-32	0.8222564757241	1.37269694110025e-51	-0.180436956470752	0.00962686031441993	0.786738787394385	2.08586097764648e-44
